Janr,Nesriyyat,Cild,Muellif,Sehife sayi,Dil,Qiymet
Любовные романы,Эксмо,Твердый,Джули Кэплин,416,Rus,11.68
Психология,Манн Иванов и Фербер,Твердый,Малкольм Гладуэлл,224,Rus,27.68
Детская литература,Эксмо,Твердый,Холли Вебб,224,Rus,7.2
Детская литература,Эксмо,Твердый,Холли Вебб,208,Rus,6.72
Детская литература,Эксмо,Твердый,Холли Вебб,208,Rus,7.04
Детская литература,Эксмо,Твердый,Холли Вебб,208,Rus,7.04
Детская литература,Эксмо,Твердый,Холли Вебб,224,Rus,7.04
Психология,Манн Иванов и Фербер,Мягкая,Брайан Трейси,114,Rus,14.16
Детектив,Азбука,Твердый,Донато Карризи,224,Rus,4.64
Биографии,Эксмо,Твердый,Уинстон Спенсер Черчилль,480,Rus,19.52
Эзотерика,Эксмо,Твердый,Лиза Листер,384,Rus,18.4
Эзотерика,Эксмо,Твердый,Джульетта Диас,224,Rus,16.72
Бизнес,Манн Иванов и Фербер,Твердый,Ричард Брэнсон,240,Rus,28.0
Психология,Манн Иванов и Фербер,Мягкая,Бретт Блюменталь,336,Rus,29.36
Бизнес,Манн Иванов и Фербер,Твердый,Максим Валерьевич,336,Rus,28.0
Современная проза,АСТ,Мягкая,Чак Паланик,288,Rus,5.6
Фантастика,АСТ,Твердый,Стефани Майер,448,Rus,12.64
Мистика. Ужасы,АСТ,Твердый,Стивен Кинг,320,Rus,9.6
Мистика. Ужасы,АСТ,Твердый,Стивен Кинг,448,Rus,11.44
Эзотерика,Рипол Классик,Твердый,Наталья Ивановна Степанова,544,Rus,9.12
Психология,Попурри,Твердый,Энтони Роберт,240,Rus,10.32
здоровья,Попурри,Мягкая,Ник Фишер,144,Rus,6.88
Бизнес,Попурри,Твердый,Китами Масао,208,Rus,14.4
Обучение,Попурри,Мягкая,Владимировна Анна,72,Rus,5.52
Психология,Попурри,Мягкая,"Джон Кехо
Нэнси Фишер",176,Rus,9.2
здоровья,Попурри,Твердый,Мариам Гейтс,32,Rus,12.64
здоровья,Попурри,Твердый,Мариам Гейтс,32,Rus,12.64
Психология,Попурри,Твердый,Джеймс Альтушер,240,Rus,8.72
детективы,Азбука,Твердый,Джозеф Нокс,448,Rus,14.8
Современная зарубежная проза,"Иностранка,
Колибри",Твердый,Хилари Мантел,480,Rus,17.2
Современная зарубежная проза,Азбука,Твердый,Дженнифер Доннелли,768,Rus,20.56
Детская литература,Эксмо,Твердый,Д. Д. Эверест,384,Rus,9.76
Комиксы,Эксмо,Твердый,Йэн Флинн,96,Rus,12.56
Комиксы,Эксмо,Твердый,Йэн Флинн,104,Rus,12.56
Комиксы,Эксмо,Твердый,Лазарева Ю. А.,96,Rus,12.56
Детская литература,Эксмо,Твердый,Анна Руэ,352,Rus,9.2
Психология,Бомбора,Твердый,Стив Питерс,432,Rus,11.12
триллер,Inspiria,Твердый,Грегг Олсен,384,Rus,13.92
Современная зарубежная проза,Бомбора,Твердый,Мод Жульен,352,Rus,13.92
Современная зарубежная проза,Эксмо,Твердый,Мария Метлицкая,416,Rus,11.12
Современная зарубежная проза,Эксмо,Твердый,Энн Кливз,352,Rus,14.24
Психология,Эксмо,Твердый,Вика Дмитриевна Дмитриева,304,Rus,13.92
Кулинария,ХлебСоль,Твердый,Дина Бухольц,240,Rus,24.8
Философия,АСТ,Твердый,Конфуций,416,Rus,14.56
Роман,АСТ,Твердая,Ринат Валиуллин,480,Rus,13.36
Детская фантастика,Азбука СПб,Твердая,Диана  Джонс,432,Rus,10.64
Электронная библиотека,Синдбад,Мягкая,Паоло Джордано,80,Rus,4.72
Художественная литература,КоЛибри,Твердая,Питер Мейл,352,Rus,14.08
Бизнес,Эксмо,Твердая,Евгений Черняк,272,Rus,22.08
Классика,АСТ,Мягкая,Аркадий Натанович Стругацкий,256,Rus,4.88
Классика,АСТ,Мягкая,Аркадий Натанович Стругацкий,320,Rus,5.04
Классика,АСТ,Мягкая,Мэри Шелли,288,Rus,3.84
Классика,АСТ,Мягкая,Пелам Гренвилл Вудхаус,320,Rus,4.96
Классика,АСТ,Мягкая,Эмиль Золя,448,Rus,3.92
Классика,АСТ,Мягкая,Эмиль Дюркгейм,512,Rus,4.4
Классика,АСТ,Мягкая,Ширли Джексон,288,Rus,4.96
Классика,АСТ,Мягкая,Хорхе Луис Борхес,320,Rus,4.16
Современная зарубежная проза,Азбука,Твердый,Давид Фонкинос,256,Rus,12.16
Психология,Альпина Паблишер,Твердый,Никита Юрьевич Непряхин,578,Rus,32.88
Книги для молодых родителей,Бомбора,Твердый,Марина Мелия,288,Rus,16.72
Современная зарубежная проза,Эксмо,Твердый,Чарльз Буковски,288,Rus,11.12
Фантастика,АСТ,Твердый,Стивен Кинг,480,Rus,11.44
Современная зарубежная проза,АСТ,Твердый,Януш Леон Вишневский,480,Rus,13.92
Классика,АСТ,Мягкая,Фрэнсис Ходжсон Бернетт,320,Rus,3.76
Классика,АСТ,Мягкая,Уильям Фолкнер,447,Rus,5.68
Классика,АСТ,Мягкая,Уильям Сомерсет Моэм,416,Rus,5.84
Классика,АСТ,Мягкая,Уайлдер Торнтон,416,Rus,5.36
Классика,АСТ,Мягкая,Роберт Персиг,480,Rus,5.84
Классика,АСТ,Мягкая,Пелам Гренвилл Вудхаус,384,Rus,5.04
Классика,АСТ,Мягкая,Олдос Хаксли,224,Rus,4.64
Любовные романы,АСТ,Мягкая,Николас Спаркс,384,Rus,5.2
Любовные романы,АСТ,Мягкая,Николас Спаркс,320,Rus,5.36
Классика,АСТ,Мягкая,Мигель де Сервантес Сааведра,768,Rus,5.52
Классика,АСТ,Мягкая,Михаил Александрович Чехов,288,Rus,4.48
Классика,АСТ,Мягкая,Льюис Клайв Стейплз,224,Rus,5.84
Классика,АСТ,Мягкая,Карл Маркс,160,Rus,3.2
Классика,АСТ,Мягкая,Кристофер Ишервуд,224,Rus,4.96
Классика,АСТ,Мягкая,Ирвин Шоу,672,Rus,5.84
Классика,АСТ,Мягкая,Ивлин Во,192,Rus,4.32
Классика,АСТ,Мягкая,Джон Стейнбек,460,Rus,6.96
Классика,АСТ,Мягкая,Джордж Оруэлл,320,Rus,4.96
Классика,АСТ,Мягкая,Доди Смит,480,Rus,5.84
Классика,АСТ,Мягкая,Джон Уиндем,286,Rus,4.88
Классика,АСТ,Мягкая,Джон Уиндем,288,Rus,4.8
Классика/Klassika,АСТ,Твёрдый,Эрих Мария Ремарк,288,Rus,9.92
